text,sentiment_label,sentiment_score,sentiment
"The Tech That Needs Fixing in 2024, and What Got Fixed Last Year The best tech, from universal power charging to foldable phones, solved practical problems. But the worst tech, including self-driving cars and cryptocurrency, put us in harm’s way.",NEGATIVE,0.9994627833366394,-1
"Cruise Says Hostility to Regulators Led to Grounding of Its Autonomous Cars A law firm’s review found that executives had failed to fully explain an October crash, which the Justice Department is also investigating.",NEGATIVE,0.9994091987609863,-1
The F.T.C. Takes on A.I. Deals The agency is concerned that transactions including Microsoft’s $13 billion investment in OpenAI could hinder competition and innovation.,NEGATIVE,0.9944339394569397,-1
"G.M. Profits Hurt by Electric Car Business and Strike The automaker has placed a bet on electric vehicles, but it has struggled to produce and sell the vehicles in large numbers.",NEGATIVE,0.9977356195449829,-1
"Everybody Is Talking About A.I. What the Heck Is It, Anyway? A guide to the best books about artificial intelligence.",POSITIVE,0.9889218807220459,1
We Tried the Apple Vision Pro + Can Congress Protect Kids Online? + Cruise’s Crash Introducing DJ TaskRabbit.,NEGATIVE,0.9971626400947571,-1
"Stop Wearing Vision Pro Goggles While Driving Your Tesla, U.S. Says Videos, many of them stunts or jokes, of people wearing Apple’s new virtual reality headset while driving Teslas in Autopilot mode prompted officials to issue warnings.",NEGATIVE,0.9986359477043152,-1
"How China Built BYD, Its Tesla Killer The leading Chinese electric vehicle company, with origins as a battery maker, has posted two years of million-car growth in sales.",POSITIVE,0.9985382556915283,1
China’s Rush to Dominate A.I. Comes With a Twist: It Depends on U.S. Technology China’s tech firms were caught off guard by breakthroughs in generative artificial intelligence. Beijing’s regulations and a sagging economy aren’t helping.,NEGATIVE,0.9509070515632629,-1
"Apple Kills Its Electric Car Project The car, which Apple spent billions of dollars researching, had been intended as a rival to Tesla’s E.V.s, which include autonomous driving features.",NEGATIVE,0.9997047781944275,-1
Behind Apple’s Doomed Car Project: False Starts and Wrong Turns Internal disagreements over the direction of the Apple car led the effort to sputter for years before it was canceled this week.,NEGATIVE,0.9996482133865356,-1
Why Elon Musk Is Taking OpenAI and Sam Altman to Court The tech mogul wants to force the A.I. start-up to reveal its research to the public and prevent it from pursuing profits.,NEGATIVE,0.9979124665260315,-1
"BMW Is a Surprise Winner in Electric Vehicles Once considered a laggard, the German luxury carmaker is one of only a few established automakers that has been able to compete effectively against Tesla.",POSITIVE,0.9974610805511475,1
"Transcript: Ezra Klein Talks About the State of the Union and Biden’s 2024 Campaign The March 12, 2024, episode of “The Ezra Klein Show.”",POSITIVE,0.9867703914642334,1
When Nobody Is Behind the Wheel in Car-Obsessed Los Angeles Autonomous taxis have arrived in the nation’s second most populous city. Some Angelenos aren’t ready to go driverless.,NEGATIVE,0.9966662526130676,-1
"It’s a Golden Age for Shipwreck Discoveries. Why? More lost shipwrecks are being found because of new technology, climate change and more vessels scanning the ocean floor for science or commerce.",NEGATIVE,0.6290245652198792,-1
How Will Self-Driving Cars Handle Jaywalkers? The city is introducing a permit process for testing autonomous cars on the streets of New York. The vehicles will face some unique challenges.,NEGATIVE,0.9550912976264954,-1
"Tesla Settles Lawsuit Over a Fatal Crash Involving Autopilot A Tesla driver’s family had sought damages for the 2018 crash, which happened while the carmaker’s driver-assistance software was in use.",NEGATIVE,0.9946445226669312,-1
"What Happened When a German Car Factory Went All Electric Volkswagen’s plant in Zwickau stopped producing Golfs and switched to electric vehicles, illuminating the risks and opportunities for factory towns and cities.",POSITIVE,0.9662026166915894,1
"Why Germany Can’t Break Up With China China remains one of the most important markets for Germany’s export-driven economy, prompting a three-day visit by the German chancellor, who has stressed the importance of open markets.",POSITIVE,0.9963609576225281,1
"Scotland Made Big Climate Pledges. Now They’re ‘Out of Reach.’ Despite significant progress, Scotland was falling short on cutting vehicle emissions, switching to heat pumps and even restoring peatland, the government said.",NEGATIVE,0.9990058541297913,-1
How Can Elon Musk Reassure Tesla Investors? The electric vehicle maker has announced price cuts and a Cybertruck recall ahead of Tuesday’s pivotal earnings report.,NEGATIVE,0.9969689249992371,-1
"Tesla’s Profit Fell 55%, Adding to Concerns About Its Strategy The first-quarter results are likely to fuel worries that competitors will continue grabbing a bigger slice of a market dealing with slowing electric car sales.",NEGATIVE,0.9990841150283813,-1
"In Ukraine, New American Technology Won the Day. Until It Was Overwhelmed. Project Maven was meant to revolutionize modern warfare. But the conflict in Ukraine has underscored how difficult it is to get 21st-century data into 19th-century trenches.",NEGATIVE,0.9904530048370361,-1
"Who Stands to Gain from a TikTok Ban The Senate has finally passed a law that could bar the  video-sharing app in the U.S., leaving some tech giants in pole position to profit — or pounce.",NEGATIVE,0.9977256655693054,-1
"Tesla Reaches Deals in China on Self-Driving Cars Elon Musk met with the country’s premier, a longtime Tesla ally, and secured regulatory nods and a necessary partnership with a Chinese tech company.",POSITIVE,0.9995496869087219,1
‘Smartphones on Wheels’ Draw Attention From Regulators Modern cars are internet-connected and have hundreds of sensors. Lawmakers and regulators have concerns about what’s happening with all that data.,NEGATIVE,0.8729226589202881,-1
"Tesla Fires Many on Charger Team, Raising Doubts About Expansion The carmaker dismissed 500 employees in a unit that was critical to its success and seen as important to the future of electric vehicle sales in the United States.",NEGATIVE,0.996975302696228,-1
"China’s Electric Cars Keep Improving, a Worry for Rivals Elsewhere More capable autonomous driving is just one way Chinese automakers are threatening to pull ahead — their E.V.s are also becoming bigger and roomier.",NEGATIVE,0.9299485087394714,-1
"Arizona Voted to Repeal Its Abortion Ban Also, the Fed eyes a longer period of high rates. Here’s the latest at the end of Wednesday.",NEGATIVE,0.9690819382667542,-1
"Paris Promised the Olympics Would Be Accessible. The Clock Is Ticking. The city, which put inclusivity at the center of its bid, has improved access for people with disabilities, but with the opening ceremony about 12 weeks away, obstacles remain.",NEGATIVE,0.9475026726722717,-1
"Wayve, an A.I. Start-Up for Autonomous Driving, Raises $1 Billion The London-based developer of artificial intelligence systems for self-driving vehicles raised the funding from SoftBank, Nvidia, Microsoft and others.",POSITIVE,0.9895638823509216,1
The Big Questions Hanging Over a Blackstone Fund Wall Street has been debating how the investment giant’s $59 billion real estate fund has managed to outperform virtually all its rivals.,NEGATIVE,0.9846343398094177,-1
"Billions in Chips Grants Are Expected to Fuel Industry Growth, Report Finds The United States will triple its domestic chip manufacturing capacity by 2032, the largest increase in the world, according to a report from the Semiconductor Industry Association.",POSITIVE,0.9706738591194153,1
"Scarlett Johansson and OpenAI’s Trust Issues The actress, who criticized the use of a soundalike voice for ChatGPT, is the latest to raise concerns about the artificial intelligence start-up’s practices.",NEGATIVE,0.601035475730896,-1
"Haiti’s Gangs Grow Stronger as Kenyan-Led Force Prepares to Deploy Gang leaders with suspected links to the 2021 Haitian president’s assassination now control key infrastructure, and pose a major threat to the incoming Kenya-led force.",POSITIVE,0.9676805734634399,1
