date,text,label,sentiment_label,sentiment_score,sentiment
2017-04-25,"Waymo to Offer Phoenix Area Access to Self-Driving Cars The self-driving-car outfit, spun out of Google’s parent company, Alphabet, is moving to the next phase of testing: putting civilians inside its Chrysler minivans and Lexuses.",,NEGATIVE,0.9899841547012329,-1
2017-04-27,"Uber Executive Steps Back From Self-Driving Cars During Waymo Legal Fight Anthony Levandowski, the engineer at the center of litigation over driverless car technology, said he will no longer work on a key part of the technology at Uber.",,NEGATIVE,0.9993792772293091,-1
2017-05-04,Uber and Waymo Duel at Key Hearing Over Driverless Car Technology A high-stakes dispute between two leaders in the field is coming to a head as a judge considers whether an Uber executive brought stolen trade secrets to the company.,,NEGATIVE,0.990400493144989,-1
2017-05-05,"Justice Department Expands Its Inquiry Into Uber’s Greyball Tool Officials in Portland, Ore., and Philadelphia are working with the federal agency to look into Uber’s use of a tool that allowed it to operate while evading law enforcement agencies.",,POSITIVE,0.9837806224822998,1
2017-05-05,"Uber Faces Federal Inquiry Over Use of Greyball Tool to Evade Authorities The inquiry concerns Uber’s use of a software tool called Greyball, which helped identify and evade officials trying to clamp down on the ride-hailing service.",,NEGATIVE,0.996884286403656,-1
2017-05-11,"As Ford Takes Investor Meeting Online, Brickbats Still Sting The automaker came under fire from shareholders over its stock price, its leadership and even the format of the event itself.",,NEGATIVE,0.9986139535903931,-1
2017-05-12,"Judge Denies Uber’s Motion for Private Arbitration The decision sets the stage for a public, bare-knuckle trial between Uber and Waymo.",,NEGATIVE,0.8674860000610352,-1
2017-05-12,Morning Agenda: Snap Serves as a Warning to Start-Ups The market reaction to the Snapchat parent’s $2.2 billion loss is a powerful lesson that “your house has to be in order before you go public.”,,POSITIVE,0.9874523282051086,1
2017-05-15,Morning Agenda: Lyft and Waymo Team Up Two of Uber’s rivals have decided to work together on autonomous vehicle technology pilot projects and product development.,,POSITIVE,0.9882375597953796,1
2017-05-15,"Lyft and Waymo Reach Deal to Collaborate on Self-Driving Cars The fiercely competitive autonomous vehicle market got a jolt when Lyft, the ride-hailing start-up, and Waymo, the self-driving unit of Google’s parent company, confirmed a partnership.",,POSITIVE,0.998612642288208,1
2017-05-15,"Uber Engineer Barred From Work on Key Self-Driving Technology, Judge Says Uber sidestepped a full shutdown of its self-driving car efforts when a judge stopped short of issuing a temporary injunction against the company’s autonomous vehicle program.",,NEGATIVE,0.9980929493904114,-1
2017-05-17,"Morning Agenda: How Uber and Waymo Ended Up Clashing Converging paths in self-driving car technology led to the court battle between the two companies, which once saw each other as allies.",,NEGATIVE,0.9751190543174744,-1
2017-05-17,How Uber and Waymo Ended Up Rivals in the Race for Driverless Cars Google was an early ally of Uber when it was a ride-hailing start-up. That relationship changed when both pursued self-driving technology in earnest.,,POSITIVE,0.9840379953384399,1
2017-05-18,"When It Comes to Safe Driving, Is Tech the Problem or the Solution? An increasing number of apps and in-car devices aim to prevent drivers from using their phones while safety advocates are pushing for a complete legislative ban on phone use.",,NEGATIVE,0.996117353439331,-1
2017-05-19,"Uber Threatens to Fire Star Engineer in Legal Battle Over Driverless Cars The company’s top lawyer ordered Anthony Levandowski to comply in a lawsuit brought by Waymo, a self-driving car business, or face “adverse employment action.”",,NEGATIVE,0.998714804649353,-1
2017-05-21,"Pittsburgh Welcomed Uber’s Driverless Car Experiment. Not Anymore. Nine months after Uber rolled out self-driving vehicles in Pittsburgh, the city’s relationship with the ride-hailing company has soured.",,NEGATIVE,0.9984245300292969,-1
2017-05-22,"Ford, Trudging Into the Future, Ousts Mark Fields as C.E.O. The automaker promoted Jim Hackett and vowed to catch up in the race to build self-driving cars and to bolster its conventional product line.",,POSITIVE,0.9836782217025757,1
2017-05-22,"Morning Agenda: Chemical Consolidation Huntsman Corporation has agreed to a merger with Clariant of Switzerland, a deal that would create a behemoth worth about $14 billion.",,NEGATIVE,0.7257086038589478,-1
2017-05-22,"Ford Was Unprepared for Investor Revolt and C.E.O. Change The Ford family, which controls two-fifths of Ford Motor’s voting stock with less than 2 percent of the shares, was caught off guard. It shouldn’t have been.",,NEGATIVE,0.999197781085968,-1
2017-05-22,"As Profit Dwindles, Ford Is Said to Replace Its C.E.O. Jim Hackett, who oversees the unit working on autonomous vehicles, will take over an automaker under fire over its stock price and stagnant sales.",,NEGATIVE,0.9996788501739502,-1
2017-05-25,"What Self-Driving Cars See Lidar, the sensing technology, is the centerpiece of an intense court fight in California between two key players on the road, Uber and Waymo.",,POSITIVE,0.995681881904602,1
2017-05-28,"The Future of European Transit: Driverless and Utilitarian Across Europe, some fledgling driverless projects are focused on utilitarian self-driving vehicles for mass transit that barely exceed walking pace.",0,POSITIVE,0.9839836359024048,1
2017-05-30,"Daily Report: An Industry’s Center of Influence Shifts Some of the most innovative work in artificial intelligence is being done a long way from Silicon Valley, just as the United States turns inward.",,POSITIVE,0.992197573184967,1
2017-05-30,Uber Fires Former Google Engineer at Heart of Self-Driving Dispute The ride-hailing service had acquired Anthony Levandowski’s company last year. He was accused of stealing product plans from his former employer.,,NEGATIVE,0.9970020651817322,-1
2017-06-04,"G.M. Wants to Drive the Future of Cars That Drive Themselves Under its chief executive, Mary T. Barra, General Motors is redirecting energy and capital toward a race with Silicon Valley to create self-driving cars.",,POSITIVE,0.9955081939697266,1
2017-06-06,"Playing Catch-Up to Uber on Self-Driving, Lyft Teams Up With Partners Lyft, a major competitor to Uber in the ride-hailing industry, is working with software specialists and automakers to bring self-driving cars to its network.",,POSITIVE,0.9930877089500427,1
2017-06-06,"G.M. and Tesla Shareholders Rebuff Dissidents’ Proposals General Motors beat back a bid to split its stock into two classes, and its upstart electric-car rival overcame a challenge to multiyear board terms.",,NEGATIVE,0.9744700789451599,-1
2017-06-07,A Guide to Challenges Facing Self-Driving Car Technologists The underlying technology of autonomous vehicles has made dramatic strides in recent years. But there are still plenty of issues to be worked out.,,POSITIVE,0.9478306174278259,1
2017-06-07,Why Car Companies Are Hiring Computer Security Experts Researchers have proved a car can be remotely hacked. Now imagine if that car was being driven entirely by a computer.,0,NEGATIVE,0.9992263317108154,-1
2017-06-07,Robot Cars Can’t Count on Us in an Emergency Scientists call it the “handoff” problem. How do you keep humans focused enough to take control of a self-driving car in an emergency?,,NEGATIVE,0.9940617680549622,-1
2017-06-07,"Daily Report: When Robots Can’t Trust Humans One day, robots will do all the driving for us. But in the meantime, they need our help. And we are not a reliable bunch.",,NEGATIVE,0.9994369149208069,-1
2017-06-07,"Electronic Setups of Driverless Cars Vulnerable to Hackers As cars become more like computers, cybercriminals will have more ways to get into their important systems.",,NEGATIVE,0.9959604144096375,-1
2017-06-08,Automakers Race to Get Ahead of Silicon Valley on Car-Sharing A BMW-owned service is the latest effort by a car manufacturer to get a grip on the technology trends that threaten its future.,,POSITIVE,0.9915749430656433,1
2017-06-15,"Envisioning the Car of the Future as a Living Room on Wheels As driverless cars develop, how we sit, inform and entertain ourselves are all up for grabs — and companies, designers and researchers are dreaming big.",1,POSITIVE,0.9990542531013489,1
2017-06-22,BMW and Volkswagen Try to Beat Apple and Google at Their Own Game European carmakers and suppliers are trying to build the computing capacity they will need as vehicles digitize and become driverless.,,NEGATIVE,0.9990873336791992,-1
2017-06-26,"Waymo and Avis Reach Deal Over Self-Driving Cars’ Maintenance Avis Budget Group, a car-rental company, will perform basic upkeep on the fleet of self-driving minivans Waymo is deploying in the Phoenix area.",,POSITIVE,0.859220027923584,1
2017-07-04,"After Years of Growth, Automakers Are Cutting U.S. Jobs A downturn in car sales after two record years is prompting companies to scale back domestic production, particularly for smaller vehicles.",,NEGATIVE,0.990656852722168,-1
2017-07-07,Waymo Scales Back Claims Against Uber in Driverless Car Dispute Each side claims victory as Waymo drops three claims that Uber violated its patents related to light detection and ranging sensor technology.,,NEGATIVE,0.9963380098342896,-1
2017-07-09,"Michigan’s New Motor City: Ann Arbor as a Driverless-Car Hub Fostered by the University of Michigan, testing and research programs draw companies and even equip residents’ vehicles to collect and transmit data.",,POSITIVE,0.9978284239768982,1
2017-07-21,"Lyft to Develop Self-Driving Car Technology in New Silicon Valley Facility The ride-hailing company is opening a research center in Palo Alto, Calif., and plans to collaborate with automakers and tech companies.",,POSITIVE,0.9878952503204346,1
2017-07-21,"As Self-Driving Cars Near, Washington Plays Catch-Up Congress is taking its first steps to regulate autonomous vehicles, as the technology moves closer to fruition.",,POSITIVE,0.9340713620185852,1
2017-07-22,"Farhad and Mike’s Week in Tech: Meal Kits, Lyft and ‘Despacito’ Should every company create its own self-driving program? Mike and Farhad debate.",,NEGATIVE,0.9963279366493225,-1
2017-07-22,"Pittsburgh Gets a Tech Makeover The city is newly stylish, with hyped restaurants and an Ace hotel, thanks to a steady flow of Carnegie Mellon grads who decided to stay.",1,POSITIVE,0.9997755885124207,1
2017-08-09,Driverless-Car Outlook Shifts as Intel Takes Over Mobileye The chip giant gains new prominence in the race to make autonomous vehicles part of everyday life.,1,POSITIVE,0.7576443552970886,1
2017-08-10,"Why Even the Hyperloop Probably Wouldn’t Change Your Commute Time Humans have historically tended to travel about half an hour to work, regardless of how fast the mode of transportation.",,NEGATIVE,0.9942438006401062,-1
2017-08-11,"Teamsters Union Tries to Slow Self-Driving Truck Push The union successfully lobbied to exclude vehicles over 10,000 pounds from legislation on self-driving vehicles. But it would be smarter to prepare haulers for a career shift.",,NEGATIVE,0.9921798706054688,-1
2017-08-16,"Fiat Chrysler Joins BMW in Race to Make Self-Driving Cars The alliance, which also includes Intel and Mobileye, could help Fiat Chrysler catch up in new technologies and fend off competitors from Silicon Valley.",,POSITIVE,0.9947596192359924,1
2017-08-16,Microsoft Teaches Autonomous Gliders to Make Decisions on the Fly Microsoft is building gliders that adapt to surprises. The goal is to teach autonomous vehicles of all sorts to deal with uncertainty the way humans do.,,POSITIVE,0.9815473556518555,1
2017-08-18,Judge Says Waymo Can Tell Jurors That Uber Withheld Evidence A new ruling in a bitter legal battle over the future of driverless car technology could hurt Uber when the case goes to trial.,,NEGATIVE,0.996464729309082,-1
2017-08-22,Apple Scales Back Its Ambitions for a Self-Driving Car The tech giant was going to build its own self-driving car. Now it is sticking to the underlying technology and testing it in an employee shuttle service.,,NEGATIVE,0.9959754347801208,-1
2017-08-25,"Britain Joins List of Countries Testing Autonomous Trucks The trial is one of several around the world examining “platooning” technology, where small convoys of trucks move in concert, aiming to cut emissions and congestion.",,POSITIVE,0.7309732437133789,1
2017-08-29,"There’s a Pizza Delivery in Ford’s Future, by Driverless Car The automaker is showcasing its autonomous-vehicle technology with a trial of Domino’s deliveries in Ann Arbor, Mich.",,POSITIVE,0.987775444984436,1
2017-08-30,"What Dara Khosrowshahi Must Do to Save Uber First order of business: face reality in a way the former chief executive, Travis Kalanick, wouldn’t.",,NEGATIVE,0.5967385768890381,-1
2017-09-02,How to Regulate Artificial Intelligence Three rules for ensuring that A.I. systems don’t run roughshod over humans.,,POSITIVE,0.9924259185791016,1
2017-09-05,"On the College Campus of the Future, Parking May Be a Relic As they wrestle with parking woes, universities are beginning to consider where transportation is headed, like ride-hailing, car-sharing and driverless vehicles.",,NEGATIVE,0.8611555099487305,-1
2017-09-06,Self-Driving Cars’ Prospects Rise With Vote by House A showdown between carmakers and safety advocates looms after the House approved a bill that would put driverless vehicles onto public roads more quickly and curb states from slowing their spread.,,NEGATIVE,0.8995278477668762,-1
2017-09-12,"Tesla Self-Driving System Faulted by Safety Agency in Crash In a fatal accident last year, the National Transportation Safety Board said, the automaker allowed autonomous driving in unsuitable conditions.",,NEGATIVE,0.9987186193466187,-1
2017-09-15,"Funding Talks at Uber and Lyft Complicate Ride-Hailing Allegiances With Uber reportedly nearing a deal with SoftBank and Lyft having held discussions with Alphabet, alliances are shifting quickly in the industry.",,NEGATIVE,0.8248242735862732,-1
2017-09-20,Former Apple Engineers Working on New Eyes for Driverless Cars The Silicon Valley start-up Aeva is developing new sensors that could significantly improve how autonomous vehicles see the road.,,POSITIVE,0.9810987114906311,1
2017-09-27,"Lyft Adds Ford to Its List of Self-Driving Car Partners Lyft was already working with Waymo, a sister company of Google, and General Motors on self-driving partnerships. Now add Ford to that list.",,POSITIVE,0.9955384135246277,1
2017-09-28,"In Taiwan, Modest Test of Driverless Bus May Hint at Big Things to Come The small vehicles are being tested on a university campus and central Taipei. The city’s mayor hopes they will reshape transportation.",1,POSITIVE,0.9919447302818298,1
2017-10-02,G.M. and Ford Lay Out Plans to Expand Electric Models General Motors says it will add at least 20 electric vehicles to its lineup by 2023. Ford followed with its own initiative with 13 offerings.,,POSITIVE,0.9802802205085754,1
2017-10-03,"Ford Chief Outlines Investment Shift Away From Passenger Cars The executive, Jim Hackett, told investors that the company would focus development on trucks, S.U.V.s, and electric or self-driving vehicles.",,NEGATIVE,0.9786712527275085,-1
2017-10-03,"Key Document Is Unsealed in Waymo’s Trade Secrets Case Against Uber The document, a due diligence report about Uber’s acquisition of an autonomous trucking start-up, contains details about whether Uber may have known it was getting stolen information.",,NEGATIVE,0.9954736828804016,-1
2017-10-04,"Where Driverless Cars Brake for Golf Carts The start-up Voyage is testing its self-driving taxi service in a gated community of about 4,000 residents where the average age is 76.",,NEGATIVE,0.953395664691925,-1
2017-10-09,"G.M. Acquires Strobe, Start-Up Focused on Driverless Technology With the deal, the nation’s largest automaker is snapping up a company with expertise in developing laser-based sensors that create high-definition images for autonomous vehicles.",,POSITIVE,0.9926030039787292,1
2017-10-14,"Would You Buy a Self-Driving Future From These Guys? Automated cars will save lives and make us more productive, manufacturers say. But most Americans say, not so fast.",,POSITIVE,0.5424469709396362,1
2017-10-17,"Self-Driving Cars Could Come to Manhattan General Motors has already begun mapping a site to test the vehicles in Lower Manhattan, according to the governor’s office.",,NEGATIVE,0.998504638671875,-1
2017-10-26,"Automakers Build War Chests to Finance a Self-Driving Future Ford, General Motors and Fiat Chrysler have revamped their businesses to enhance profitability and lay the foundation to develop high-tech models.",,POSITIVE,0.9913862943649292,1
2017-10-29,What Virtual Reality Can Teach a Driverless Car Self-driving vehicles have taken to the roads in a number of cities. They are also training inside computerized simulations of those communities.,,POSITIVE,0.7225432395935059,1
2017-10-31,"In Self-Driving Race, Waymo Sets Its Own Terms Waymo, the self-driving vehicle unit of Alphabet, showed its latest advances at Castle, its test track in California’s Central Valley.",,NEGATIVE,0.7298316359519958,-1
2017-11-07,What the Car Did — And What It Might Do Introducing this year’s Tech and Design Issue.,,POSITIVE,0.9986341595649719,1
2017-11-07,Waymo’s Autonomous Cars Cut Out Human Drivers in Road Tests The Alphabet unit says it expects to allow passengers to ride in truly driverless cars in its tests within the next few months.,,NEGATIVE,0.9988400340080261,-1
2017-11-07,"Tesla’s Dangerous Sprint Into the Future For Elon Musk’s company, autonomous driving is just a pit stop on the road to a better planet. Can it survive long enough to get there?",,NEGATIVE,0.9967520236968994,-1
2017-11-08,"The Rev-Up: Imagining a 20% Self-Driving World How will sex, death and liability change on the road to the driverless revolution?",1,NEGATIVE,0.9821390509605408,-1
2017-11-08,Full Tilt: When 100% of Cars Are Autonomous What happens to roadkill or traffic tickets when our vehicles are in control?,,NEGATIVE,0.9991040825843811,-1
2017-11-09,"How to Make Cars Cooperate As giant companies race toward self-driving technology, smaller firms are using vehicle to vehicle technology to work toward a more profound — and in some ways opposing — goal.",,POSITIVE,0.8591561317443848,1
2017-11-09,Can Ford Turn Itself Into a Tech Company? Its very name was synonymous with the 20th-century economy. Now it’s trying to catch up with Silicon Valley on self-driving cars.,,NEGATIVE,0.9937547445297241,-1
2017-11-10,"Farhad and Mike’s Week in Tech: Get Ready for Robot Cars In this week’s tech newsletter, Farhad Manjoo and Mike Isaac delve into how driverless cars are getting more driverless and the complexities of AT&T’s deal for Time Warner.",,POSITIVE,0.5764079093933105,1
2017-11-11,"Where Self-Driving Cars Go to Learn Arizona’s promise to keep the driverless car industry free of regulations has attracted dozens of companies, including Uber, Waymo and Lyft.",,POSITIVE,0.9945029020309448,1
2017-11-12,"The New York Times Takes a Trip to a Driverless Future As technology has made extraordinary leaps, autonomous vehicles may cease to be science fiction. The Times Magazine’s Tech & Design issue ponders: What happens then?",,NEGATIVE,0.9727309346199036,-1
2017-11-13,"Lyft to Begin Operations in Toronto, Its First Market Outside the U.S. The ride-hailing company, a major rival to Uber in the United States, made the announcement after receiving an injection of new financing.",,POSITIVE,0.979774534702301,1
2017-11-13,"Dream Chaser Space Plane Aces Glide Test Built by Sierra Nevada Corporation, the space plane that brings to mind NASA’s retired shuttles completed a successful test flight and landing on Saturday.",,POSITIVE,0.9986212253570557,1
2017-11-13,"The Future of Flying? You Can See It Now Virtual reality is being used to test new airline cabins, and one airline is using facial recognition for boarding passengers on a flight.",,NEGATIVE,0.993553876876831,-1
2017-11-20,"Uber Strikes Deal With Volvo to Bring Self-Driving Cars to Its Network Uber has agreed to buy up to 24,000 self-driving Volvos for its ride-hailing network once the technology is production-ready.",,NEGATIVE,0.9487972855567932,-1
2017-11-22,The 11.12.17 Issue Readers respond.,x,POSITIVE,0.997634768486023,1
2017-11-28,"Waymo Seeks Delay in Court Fight With Uber Over Trade Secrets Jury selection was expected to begin on Wednesday, but Waymo has asked for a delay after a letter from a former Uber employee surfaced.",,NEGATIVE,0.996713399887085,-1
2017-11-28,"Rebuking Uber Lawyers, Judge Delays Trade Secrets Trial A letter from the lawyer of a former Uber employee detailed secretive efforts inside the company to monitor competitors and hide information.",,NEGATIVE,0.9881069660186768,-1
2017-11-29,"G.M. Unveils Its Driverless Cars, Aiming to Lead the Pack Previously reluctant to show the autonomous vehicles it is developing, General Motors now wants to signal its progress in getting them to market.",,POSITIVE,0.9934300780296326,1
2017-11-30,"The Technological Race to Find You a Place to Park Car companies, app makers and navigation services are trying to fix one of the most persistent headaches for drivers: getting a parking spot.",,NEGATIVE,0.9240286350250244,-1
2017-12-08,"Ford Will Build Electric Cars in Mexico, Shifting Its Plan The move will take advantage of lower costs and clear the way for a new Michigan plant to make driverless vehicles instead, which Ford said would mean even more jobs.",,NEGATIVE,0.9936675429344177,-1
2017-12-12,Trying to Bypass Anxiety on the Road to Driverless Cars Volvo is putting cameras in vehicles to see people interact with driver-assistance features and will use the data in designing fully autonomous cars.,,NEGATIVE,0.9827926754951477,-1
2017-12-14,"Ford Chooses a Detroit Base to Take On Silicon Valley The automaker, long absent from the city proper, will create a hub there for work on self-driving and electric cars.",,NEGATIVE,0.846936821937561,-1
2018-01-04,"Competing With the Giants in Race to Build Self-Driving Cars Aurora, a start-up founded by the former head of Google’s self-driving project, will feed its technology into car giants Volkswagen and Hyundai.",,POSITIVE,0.9944881796836853,1
2018-01-10,"Another Search Begins for Long-Missing Malaysian Airliner A Houston-based company could be paid tens of millions of dollars if it finds Malaysia Airlines Flight 370, which vanished in 2014 with 239 people aboard.",,NEGATIVE,0.998021125793457,-1
2018-01-12,"G.M. Says Its Driverless Car Could Be in Fleets by Next Year Once federal and state agencies grant approval, the electric vehicle will be ready for production on a standard assembly line, the automaker said.",,NEGATIVE,0.9747699499130249,-1
2018-01-24,"Ford Says It’s a New Era. Wall Street Isn’t Buying It. Eight months into its chief’s tenure, the company’s stock is languishing and some analysts are perplexed. Disappointing earnings added to the puzzle.",,NEGATIVE,0.999426007270813,-1
2018-01-30,Secrets or Knowledge? Uber-Waymo Trial Tests Silicon Valley Culture Two of the tech industry’s heavyweights are heading to court over claims that the ride-hailing company stole driverless car technology.,,NEGATIVE,0.9910885095596313,-1
2018-02-01,"Car Navigation Systems Plot a Course Forward Against Phone Apps In-dash navigation systems aren’t as nimble as their smartphone counterparts. But as cars get more complicated, built-in could mean better.",,NEGATIVE,0.9964861869812012,-1
2018-02-05,Waymo v. Uber Trial Opens With a Battle of Sports Metaphors The long-awaited court fight over accusations that Uber conspired to steal plans for self-driving cars began in federal court.,,POSITIVE,0.948672890663147,1
2018-02-07,"Why Google’s Bosses Became ‘Unpumped’ About Uber Waymo, the self-driving-car unit of Google’s parent company, claimed Uber stole key technology. Hard as it is to imagine now, they used to be friendly.",,NEGATIVE,0.9982137680053711,-1
2018-02-09,"Uber and Waymo Settle Trade Secrets Suit Over Driverless Cars Uber’s chief, Dara Khosrowshahi, said the company had not stolen trade secrets from the self-driving car unit of Google’s parent company, but expressed “regret for the actions” that led to the suit.",,NEGATIVE,0.9753299355506897,-1
2018-02-10,"After Settling With Uber, Waymo Faces Bigger Challenges The self-driving car unit of Google’s parent company was a pioneer in self-driving cars. Now, its former engineers are among its toughest competitors.",,NEGATIVE,0.9125308990478516,-1
2018-02-12,"Tech’s Ethical ‘Dark Side’: Harvard, Stanford and Others Want to Address It Schools that helped produce some of Silicon Valley’s most prominent leaders are hustling to bring a more medicine-like morality to computer science.",,NEGATIVE,0.968159019947052,-1
2018-02-13,The Autonomous Selfie Drone Is Here. Is Society Ready for It? A start-up called Skydio has created a consumer drone that flies itself. Its tech is likely to become ubiquitous.,,NEGATIVE,0.9972236156463623,-1
2018-02-27,California Scraps Safety Driver Rules for Self-Driving Cars The new regulations in Silicon Valley’s home state are expected to help the wider deployment of autonomous vehicles.,,NEGATIVE,0.9962037205696106,-1
2018-02-27,Automated Vehicles Can’t Save Cities They could actually make cities much worse.,0,NEGATIVE,0.999568521976471,-1
2018-02-28,Paul Allen Wants to Teach Machines Common Sense The Microsoft co-founder will give $125 million to his nonprofit research lab to help develop technology that adds common sense to artificial intelligence.,,POSITIVE,0.8602717518806458,1
2018-03-06,"Uber’s Self-Driving Trucks Hit the Highway, but Not Local Roads Uber’s autonomous trucks have started hauling trailers on Arizona highways for customers for its freight-booking service.",,NEGATIVE,0.985755205154419,-1
2018-03-13,"Qualcomm Could Find Itself in the Middle of Escalating Tensions With China The United States government essentially declared Qualcomm a national champion, but a rise in anti-foreign sentiment may hurt the chip maker, too.",,NEGATIVE,0.9988420605659485,-1
2018-03-13,"Larry Page’s Flying Taxis, Now Exiting Stealth Mode New Zealand has opened its skies to self-piloted electric planes financed by one of Google’s founders.",,POSITIVE,0.9690335988998413,1
2018-03-14,"Lyft to Bring Driverless Car Tech to Broader Auto Industry The ride-hailing company is teaming up with Magna, a major auto supplier, to jointly develop self-driving car systems. It’s the latest in a series of alliances made by Lyft.",,POSITIVE,0.9965997338294983,1
2018-03-15,"When Self-Driving Cars Can’t Help Themselves, Who Takes the Wheel? Most autonomous cars on the road now have a backup driver inside. But once they’re gone, self-driving cars will turn to remote drivers when they don’t know what to do.",,NEGATIVE,0.998073935508728,-1
2018-03-19,"How Driverless Cars See the World Around Them On Sunday, a woman in Arizona died after being struck by a self-driving car operated by Uber. Here is a guide to how autonomous vehicles operate.",,NEGATIVE,0.983661949634552,-1
2018-03-19,"Self-Driving Uber Car Kills Pedestrian in Arizona, Where Robots Roam A woman in Tempe, Ariz., died after being hit by a self-driving car operated by Uber, in what is believed to be the first fatality of a pedestrian from an autonomous vehicle on public roads.",0,NEGATIVE,0.9978567957878113,-1
2018-03-20,Toyota Takes Self-Driving Cars Off Road After Uber Accident The automaker said it wanted to reassess its testing program after an autonomous Uber vehicle killed a pedestrian.,,NEGATIVE,0.9993461966514587,-1
2018-03-20,How a Self-Driving Uber Killed a Pedestrian in Arizona The death of a woman who was struck by an autonomous car operated by Uber is believed to be the first pedestrian fatality associated with self-driving technology. Newly released video offers clues about what happened.,0,POSITIVE,0.8390664458274841,1
2018-03-23,News Quiz: Test Your Knowledge of the Week’s Headlines Did you stay up to date this week?,x,NEGATIVE,0.9985426664352417,-1
2018-03-23,"Uber’s Self-Driving Cars Were Struggling Before Arizona Crash Company documents obtained by The New York Times show Uber was becoming more aggressive with its autonomous car research, even as the technology faltered.",,NEGATIVE,0.9687374830245972,-1
2018-03-27,Uber Ordered to Take Its Self-Driving Cars Off Arizona Roads A woman was killed by one of Uber’s autonomous cars earlier this month. The company had already suspended its testing.,,NEGATIVE,0.9994586110115051,-1
2018-03-27,"Technology Companies Drag Stock Markets Down Again Shares of Nvidia and Tesla were among the biggest losers in trading on Tuesday, as investors continued to lose interest in the once-hot tech sector.",,NEGATIVE,0.9995964169502258,-1
2018-03-27,"Uber Won’t Renew Permit for Self-Driving Cars in California The company withdrew its application because, it said, it wants to wait for results of an investigation into a fatal crash in Arizona.",,NEGATIVE,0.9993681311607361,-1
2018-03-27,"Waymo, a Google Spinoff, Ramps Up Its Driverless-Car Effort The company says it will buy up to 20,000 electric cars from Jaguar Land Rover as it strives to put a ride service into operation within two years.",,POSITIVE,0.9207220077514648,1
2018-03-28,"Executive Who Sold Self-Driving Truck Start-Up to Uber Departs Lior Ron, a founder of Otto, is leaving a week after an autonomous vehicle killed an Arizona woman. The company said the move was unrelated.",,NEGATIVE,0.999576985836029,-1
2018-03-30,"The Self-Driving Car Industry’s Biggest Turning Point Yet As Uber pulled back on testing after a fatal crash in Arizona, Waymo said it would order up to 20,000 electric vehicles for a self-driving car service.",,NEGATIVE,0.9883074164390564,-1
2018-03-31,Tesla Says Crashed Vehicle Had Been on Autopilot Before Fatal Accident More questions were raised about the safety of the company’s self-driving technology after a second fatal crash in which the Autopilot system had been engaged.,,NEGATIVE,0.9964889287948608,-1
2018-03-31,"Fatal Tesla Crash Raises New Questions About Autopilot System The company said a Model X was using Autopilot when it hit a concrete divider on March 23. The system, one analyst said, “works fine, until it suddenly doesn’t.”",,NEGATIVE,0.7282153367996216,-1
2018-04-03,Building a Connected City From the Ground Up A developer of planned communities is joining with General Electric to build a smart city near Boston with driverless cars and heated sidewalks.,,POSITIVE,0.9988172650337219,1
2018-04-18,"Top Porsche Official Targeted in German Police Raid Tied to Diesel Scheme The authorities searched the Stuttgart offices of the sports car maker, one of Volkswagen’s most profitable units, and said a Porsche board member was a suspect in an emissions-cheating scandal.",,NEGATIVE,0.9962285757064819,-1
2018-04-25,Ford Will Drop Focus and Fusion Sedans in North America The automaker is accelerating efforts to slash costs in a bid to turn around its fortunes both at home and abroad.,,NEGATIVE,0.9955046772956848,-1
2018-05-03,"Seeking a Smoother Ride, Whether You Drive or Your Autonomous Car Does Self-driving technology could one day turn your car into a mobile living room. That has companies trying to figure out how to even out the roughest spots of the road to the future.",,NEGATIVE,0.9975304007530212,-1
2018-05-07,"After Fatal Uber Crash, a Self-Driving Start-Up Moves Forward Drive.ai said it would start a taxi service in Texas. It was the first new rollout of autonomous cars in the United States since one operated by Uber killed a pedestrian in March.",,POSITIVE,0.9771780967712402,1
2018-05-15,"John Zimmer Would Rather Die Than Take an Uber The Lyft president on self-driving cars, climate change and not reinventing the bus.",,NEGATIVE,0.998393714427948,-1
2018-05-16,"What Improved Tech Means for Electric, Self-Driving and Flying Cars Jack Ewing, who covers autos and economics for The Times, says a “Jetsons”-like future is still far off, even as cars become even more computerized.",,NEGATIVE,0.9972923398017883,-1
2018-05-23,Uber Finds Profits in Leaving Tough Overseas Markets The ride-hailing company also announced that it was closing its driverless car testing operations in Arizona after a deadly crash.,,NEGATIVE,0.9994072914123535,-1
2018-05-23,"Apple, Spurned by Others, Signs Deal With Volkswagen for Driverless Cars BMW and Mercedes-Benz rebuffed Apple’s overtures for a self-driving car partnership, according to people familiar with the talks.",,NEGATIVE,0.9945425987243652,-1
2018-05-24,"Emergency Braking Was Disabled When Self-Driving Uber Killed Woman, Report Says A computer system failure and an inattentive safety driver kept the vehicle from stopping before killing a woman in Arizona in March, the National Transportation Safety Board said.",,NEGATIVE,0.9991185069084167,-1
2018-05-31,"In a First for Germany, Hamburg Bans Diesel Engines. On 2 Roads. The move highlights growing opposition to diesel, as concerns have mounted over its health and environmental effects.",,POSITIVE,0.9076435565948486,1
2018-05-31,"SoftBank Fund Puts $2.25 Billion in G.M.’s Driverless Unit The magnitude of the deal reflects the growing confidence that commercial use of autonomous cars is in sight, despite recent setbacks.",,POSITIVE,0.9933249354362488,1
